罪名,手口,管轄警察署（発生地）,管轄交番・駐在所（発生地）,市区町村コード（発生地）,都道府県（発生地）,市区町村（発生地）,町丁目（発生地）,発生年月日（始期）,発生時（始期）,発生場所の属性,施錠関係,現金被害の有無
窃盗,車上ねらい,川崎,渡田,141313,神奈川県,川崎市川崎区,渡田向町,2019-10-10,16,その他,施錠せず,あり
窃盗,車上ねらい,川崎,小田,141313,神奈川県,川崎市川崎区,小田２丁目,2019-07-19,13,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,川崎,小田,141313,神奈川県,川崎市川崎区,小田２丁目,2019-08-15,16,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,川崎,小田,141313,神奈川県,川崎市川崎区,小田５丁目,2019-05-09,08,その他,施錠せず,あり
窃盗,車上ねらい,川崎,小田,141313,神奈川県,川崎市川崎区,小田５丁目,2019-05-09,09,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,川崎,浅田,141313,神奈川県,川崎市川崎区,浅田２丁目,2019-07-28,08,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,川崎,浅田,141313,神奈川県,川崎市川崎区,浅田３丁目,2019-11-13,12,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,川崎,浅田,141313,神奈川県,川崎市川崎区,浅田４丁目,2019-07-23,18,,施錠せず,なし
窃盗,車上ねらい,川崎,浅田,141313,神奈川県,川崎市川崎区,小田４丁目,2019-07-10,10,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,川崎,浅田,141313,神奈川県,川崎市川崎区,小田４丁目,2019-07-18,16,その他,施錠せず,あり
窃盗,車上ねらい,川崎,浅田,141313,神奈川県,川崎市川崎区,京町３丁目,2019-08-03,07,その他,施錠せず,なし
窃盗,車上ねらい,川崎,藤崎,141313,神奈川県,川崎市川崎区,藤崎４丁目,2019-04-22,10,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,川崎,富士見公園,141313,神奈川県,川崎市川崎区,境町,2019-12-07,18,４階建て以上共同住宅,施錠せず,なし
窃盗,車上ねらい,川崎,川崎駅前,141313,神奈川県,川崎市川崎区,砂子２丁目,2019-11-02,14,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,川崎,川崎駅前,141313,神奈川県,川崎市川崎区,小川町,2019-09-17,11,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,川崎,川崎駅前,141313,神奈川県,川崎市川崎区,日進町,2019-02-01,19,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,川崎,南町,141313,神奈川県,川崎市川崎区,貝塚１丁目,2018-10-28,17,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,川崎,南町,141313,神奈川県,川崎市川崎区,貝塚１丁目,2019-09-15,18,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,川崎,南町,141313,神奈川県,川崎市川崎区,東田町,2019-09-23,21,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,川崎,南町,141313,神奈川県,川崎市川崎区,東田町,2019-10-05,02,,施錠せず,あり
窃盗,車上ねらい,川崎臨港,,141313,神奈川県,川崎市川崎区,大師公園,2019-03-26,16,その他,施錠せず,あり
窃盗,車上ねらい,川崎臨港,浜町,141313,神奈川県,川崎市川崎区,池上新町２丁目,2019-06-12,13,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,川崎臨港,浜町,141313,神奈川県,川崎市川崎区,桜本２丁目,2019-05-31,10,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,川崎臨港,浜町,141313,神奈川県,川崎市川崎区,浜町３丁目,2019-04-23,06,その他の住宅（３階建て以下共同住宅等）,施錠せず,なし
窃盗,車上ねらい,川崎臨港,出来野,141313,神奈川県,川崎市川崎区,江川２丁目,2019-10-16,20,,施錠せず,なし
窃盗,車上ねらい,中原,武蔵小杉駅前,141330,神奈川県,川崎市中原区,小杉町３丁目,2019-05-19,14,その他,施錠せず,あり
窃盗,車上ねらい,中原,小杉,141330,神奈川県,川崎市中原区,小杉御殿町２丁目,2019-11-20,10,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,中原,武蔵中原駅前,141330,神奈川県,川崎市中原区,上小田中６丁目,2019-01-11,17,,施錠せず,あり
窃盗,車上ねらい,中原,武蔵中原駅前,141330,神奈川県,川崎市中原区,上小田中６丁目,2019-11-16,13,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,中原,木月三丁目,141330,神奈川県,川崎市中原区,木月３丁目,2019-10-06,20,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,高津,溝口駅前,141348,神奈川県,川崎市高津区,下作延１丁目,2019-07-19,15,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,高津,溝口駅前,141348,神奈川県,川崎市高津区,溝口１丁目,2019-07-07,07,,施錠せず,なし
窃盗,車上ねらい,高津,溝口駅前,141348,神奈川県,川崎市高津区,溝口２丁目,2019-01-08,18,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,高津,北見方,141348,神奈川県,川崎市高津区,下野毛３丁目,2019-01-15,08,,施錠せず,あり
窃盗,車上ねらい,高津,北見方,141348,神奈川県,川崎市高津区,溝口３丁目,2019-09-12,09,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,高津,千年,141348,神奈川県,川崎市高津区,子母口,2019-08-01,18,,施錠せず,あり
窃盗,車上ねらい,高津,久末,141348,神奈川県,川崎市高津区,,2019-05-30,18,,施錠せず,なし
窃盗,車上ねらい,高津,末長,141348,神奈川県,川崎市高津区,梶ケ谷３丁目,2019-11-16,12,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,高津,二子新地駅前,141348,神奈川県,川崎市高津区,久地１丁目,2019-07-21,13,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,多摩,菅,141356,神奈川県,川崎市多摩区,菅１丁目,2019-12-20,13,その他,施錠せず,あり
窃盗,車上ねらい,多摩,菅,141356,神奈川県,川崎市多摩区,菅１丁目,2019-12-22,17,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,多摩,菅,141356,神奈川県,川崎市多摩区,菅５丁目,2019-04-13,13,一戸建住宅,施錠せず,あり
窃盗,車上ねらい,多摩,菅,141356,神奈川県,川崎市多摩区,菅野戸呂,2019-09-29,13,,施錠せず,なし
窃盗,車上ねらい,多摩,宿河原,141356,神奈川県,川崎市多摩区,宿河原２丁目,2019-03-15,15,,施錠せず,なし
窃盗,車上ねらい,多摩,生田,141356,神奈川県,川崎市多摩区,生田３丁目,2019-12-30,04,その他の住宅（３階建て以下共同住宅等）,施錠せず,あり
窃盗,車上ねらい,幸,川崎駅西口,141321,神奈川県,川崎市幸区,大宮町,2019-08-20,23,その他,施錠せず,あり
窃盗,車上ねらい,宮前,鷺沼駅前,141364,神奈川県,川崎市宮前区,鷺沼１丁目,2019-04-01,21,,施錠せず,なし
窃盗,車上ねらい,宮前,鷺沼駅前,141364,神奈川県,川崎市宮前区,犬蔵２丁目,2019-09-23,09,,施錠せず,あり
窃盗,車上ねらい,宮前,神木,141364,神奈川県,川崎市宮前区,神木本町４丁目,2019-09-07,16,,施錠せず,なし
窃盗,車上ねらい,横須賀,三春町三丁目,142018,神奈川県,横須賀市,三春町６丁目,2019-03-25,09,一戸建住宅,施錠せず,あり
窃盗,車上ねらい,横須賀,上町三丁目,142018,神奈川県,横須賀市,不入斗町１丁目,2019-02-18,16,その他,施錠せず,あり
窃盗,車上ねらい,横須賀,池上,142018,神奈川県,横須賀市,池上４丁目,2019-11-24,21,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,横須賀,武,142018,神奈川県,横須賀市,武１丁目,2019-03-19,13,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,横須賀,芦名,142018,神奈川県,横須賀市,佐島の丘１丁目,2019-04-17,07,,施錠せず,なし
窃盗,車上ねらい,田浦,浦郷町,142018,神奈川県,横須賀市,追浜東町１丁目,2019-08-11,05,一戸建住宅,施錠せず,あり
窃盗,車上ねらい,浦賀,北久里浜駅前,142018,神奈川県,横須賀市,池田町３丁目,2019-02-18,18,その他の住宅（３階建て以下共同住宅等）,施錠せず,なし
窃盗,車上ねらい,浦賀,北久里浜駅前,142018,神奈川県,横須賀市,池田町３丁目,2019-02-24,19,４階建て以上共同住宅,施錠せず,なし
窃盗,車上ねらい,浦賀,久里浜海岸,142018,神奈川県,横須賀市,久里浜９丁目,2019-05-13,08,その他,施錠せず,あり
窃盗,車上ねらい,藤沢北,善行,142051,神奈川県,藤沢市,大庭,2019-02-05,06,その他,施錠せず,あり
窃盗,車上ねらい,藤沢北,善行,142051,神奈川県,藤沢市,善行４丁目,2019-10-21,14,その他,施錠せず,あり
窃盗,車上ねらい,藤沢北,善行,142051,神奈川県,藤沢市,善行６丁目,2019-10-23,22,一戸建住宅,施錠せず,なし
窃盗,車上ねらい,藤沢北,善行,142051,神奈川県,藤沢市,白旗４丁目,2019-12-04,12,その他,施錠せず,あり
窃盗,車上ねらい,藤沢北,長後駅前,142051,神奈川県,藤沢市,下土棚,2019-02-01,19,一戸建住宅,施錠せず,なし
窃盗,車上ねらい,藤沢北,湘南台駅西口,142051,神奈川県,藤沢市,湘南台２丁目,2019-10-24,22,,施錠せず,なし
窃盗,車上ねらい,藤沢北,湘南台駅西口,142051,神奈川県,藤沢市,湘南台２丁目,2019-12-19,15,その他,施錠せず,あり
窃盗,車上ねらい,藤沢北,湘南台駅西口,142051,神奈川県,藤沢市,湘南台３丁目,2019-10-23,11,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,藤沢北,湘南台駅西口,142051,神奈川県,藤沢市,湘南台４丁目,2018-12-02,16,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,藤沢北,御所見,142051,神奈川県,藤沢市,打戻,2019-04-24,18,一戸建住宅,施錠せず,あり
窃盗,車上ねらい,藤沢北,御所見,142051,神奈川県,藤沢市,葛原,2019-02-22,23,一戸建住宅,施錠せず,なし
窃盗,車上ねらい,藤沢北,御所見,142051,神奈川県,藤沢市,用田,2019-03-02,12,その他,施錠せず,なし
窃盗,車上ねらい,藤沢北,湘南ライフタウン,142051,神奈川県,藤沢市,大庭,2019-08-12,15,その他,施錠せず,あり
窃盗,車上ねらい,三崎,六合,142107,神奈川県,三浦市,天神町,2019-11-20,16,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,三崎,初声,142107,神奈川県,三浦市,初声町和田,2019-06-22,15,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,三崎,三崎口駅前,142107,神奈川県,三浦市,初声町下宮田,2019-12-24,19,一戸建住宅,施錠せず,あり
窃盗,車上ねらい,葉山,堀内,143014,神奈川県,葉山町,下山口,2019-09-10,07,その他,施錠せず,あり
窃盗,車上ねらい,逗子,逗子駅前,142085,神奈川県,逗子市,逗子２丁目,2019-12-27,23,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,逗子,新逗子駅前,142085,神奈川県,逗子市,逗子３丁目,2019-07-12,09,その他,施錠せず,あり
窃盗,車上ねらい,逗子,池子,142085,神奈川県,逗子市,池子２丁目,2019-07-06,11,一戸建住宅,施錠せず,なし
窃盗,車上ねらい,鎌倉,深沢,142042,神奈川県,鎌倉市,手広２丁目,2019-06-01,14,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,鎌倉,腰越,142042,神奈川県,鎌倉市,腰越２丁目,2019-08-08,20,一戸建住宅,施錠せず,なし
窃盗,車上ねらい,鎌倉,御成,142042,神奈川県,鎌倉市,御成町,2019-08-22,17,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,鎌倉,御成,142042,神奈川県,鎌倉市,佐助１丁目,2019-08-08,13,一戸建住宅,施錠せず,あり
窃盗,車上ねらい,大船,大船駅前,142042,神奈川県,鎌倉市,大船１丁目,2019-05-17,10,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,藤沢,藤沢駅北口,142051,神奈川県,藤沢市,朝日町,2019-11-16,20,,施錠せず,あり
窃盗,車上ねらい,藤沢,藤沢駅北口,142051,神奈川県,藤沢市,藤沢,2019-01-21,12,その他の住宅（３階建て以下共同住宅等）,施錠せず,あり
窃盗,車上ねらい,藤沢,本町白旗,142051,神奈川県,藤沢市,藤沢２丁目,2019-11-16,16,,施錠せず,あり
窃盗,車上ねらい,藤沢,辻堂駅前,142051,神奈川県,藤沢市,辻堂１丁目,2019-04-24,11,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,藤沢,辻堂駅前,142051,神奈川県,藤沢市,辻堂元町３丁目,2019-08-20,14,,施錠せず,あり
窃盗,車上ねらい,藤沢,浜見山,142051,神奈川県,藤沢市,辻堂西海岸３丁目,2019-01-22,08,その他,施錠せず,あり
窃盗,車上ねらい,藤沢,片瀬江の島,142051,神奈川県,藤沢市,片瀬２丁目,2019-08-25,01,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,藤沢,鵠沼海岸駅前,142051,神奈川県,藤沢市,鵠沼松が岡２丁目,2019-12-23,09,一戸建住宅,施錠せず,あり
窃盗,車上ねらい,藤沢,川名,142051,神奈川県,藤沢市,川名,2019-05-25,17,その他,施錠せず,なし
窃盗,車上ねらい,茅ケ崎,茅ケ崎駅南口,142077,神奈川県,茅ヶ崎市,東海岸北４丁目,2019-04-12,20,一戸建住宅,施錠せず,あり
窃盗,車上ねらい,茅ケ崎,平和町,142077,神奈川県,茅ヶ崎市,浜須賀,2019-03-28,15,一戸建住宅,施錠せず,あり
窃盗,車上ねらい,茅ケ崎,平和町,142077,神奈川県,茅ヶ崎市,松が丘１丁目,2019-01-10,12,その他,施錠せず,あり
窃盗,車上ねらい,茅ケ崎,今宿,142077,神奈川県,茅ヶ崎市,萩園,2019-10-11,18,,施錠せず,なし
窃盗,車上ねらい,茅ケ崎,浜竹,142077,神奈川県,茅ヶ崎市,浜竹３丁目,2019-05-02,18,一戸建住宅,施錠せず,なし
窃盗,車上ねらい,茅ケ崎,浜竹,142077,神奈川県,茅ヶ崎市,富士見町,2019-02-14,08,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,茅ケ崎,浜竹,142077,神奈川県,茅ヶ崎市,松浪１丁目,2019-01-10,14,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,茅ケ崎,岡田,143219,神奈川県,寒川町,岡田５丁目,2019-02-15,19,,施錠せず,なし
窃盗,車上ねらい,茅ケ崎,宮山,143219,神奈川県,寒川町,倉見,2019-01-27,18,一戸建住宅,施錠せず,あり
窃盗,車上ねらい,茅ケ崎,宮山,143219,神奈川県,寒川町,倉見,2019-02-01,18,,施錠せず,なし
窃盗,車上ねらい,茅ケ崎,東海岸,142077,神奈川県,茅ヶ崎市,東海岸北５丁目,2019-01-10,17,,施錠せず,あり
窃盗,車上ねらい,茅ケ崎,小出,142077,神奈川県,茅ヶ崎市,行谷,2019-08-05,17,一戸建住宅,施錠せず,なし
窃盗,車上ねらい,茅ケ崎,寒川駅前,143219,神奈川県,寒川町,大曲３丁目,2019-02-24,12,その他,施錠せず,あり
窃盗,車上ねらい,茅ケ崎,寒川駅前,143219,神奈川県,寒川町,岡田,2019-08-03,14,,施錠せず,あり
窃盗,車上ねらい,茅ケ崎,寒川駅前,143219,神奈川県,寒川町,中瀬,2019-04-24,21,４階建て以上共同住宅,施錠せず,なし
窃盗,車上ねらい,平塚,平塚駅前,142034,神奈川県,平塚市,天沼,2019-02-15,20,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,平塚,代官町,142034,神奈川県,平塚市,松風町,2019-05-04,21,その他の住宅（３階建て以下共同住宅等）,施錠せず,あり
窃盗,車上ねらい,平塚,代官町,142034,神奈川県,平塚市,八重咲町,2019-08-28,22,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,平塚,花水台,142034,神奈川県,平塚市,撫子原,2019-08-08,01,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,平塚,花水台,142034,神奈川県,平塚市,虹ケ浜,2018-12-24,22,４階建て以上共同住宅,施錠せず,なし
窃盗,車上ねらい,平塚,花水台,142034,神奈川県,平塚市,桃浜町,2019-03-02,16,一戸建住宅,施錠せず,あり
窃盗,車上ねらい,平塚,四之宮,142034,神奈川県,平塚市,四之宮３丁目,2019-09-30,09,,施錠せず,なし
窃盗,車上ねらい,平塚,金目,142034,神奈川県,平塚市,片岡,2019-01-07,17,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,平塚,旭,142034,神奈川県,平塚市,河内,2019-12-14,21,一戸建住宅,施錠せず,なし
窃盗,車上ねらい,平塚,旭,142034,神奈川県,平塚市,万田,2019-03-10,12,,施錠せず,あり
窃盗,車上ねらい,平塚,旭,142034,神奈川県,平塚市,万田,2019-11-02,23,,施錠せず,あり
窃盗,車上ねらい,平塚,旭,142034,神奈川県,平塚市,万田,2019-12-08,23,,施錠せず,あり
窃盗,車上ねらい,平塚,根坂間,142034,神奈川県,平塚市,めぐみが丘２丁目,2019-02-24,18,一戸建住宅,施錠せず,あり
窃盗,車上ねらい,平塚,金田,142034,神奈川県,平塚市,寺田縄,2019-04-10,14,一戸建住宅,施錠せず,あり
窃盗,車上ねらい,平塚,真土,142034,神奈川県,平塚市,西真土１丁目,2019-08-22,15,その他の住宅（３階建て以下共同住宅等）,施錠せず,あり
窃盗,車上ねらい,平塚,真土,142034,神奈川県,平塚市,西真土４丁目,2019-08-09,05,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,平塚,真土,142034,神奈川県,平塚市,東真土４丁目,2019-08-16,17,,施錠せず,なし
窃盗,車上ねらい,大磯,大磯駅前,143413,神奈川県,大磯町,大磯,2019-09-07,12,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,大磯,山西,143421,神奈川県,二宮町,山西,2019-11-11,10,,施錠せず,あり
窃盗,車上ねらい,小田原,三の丸,142069,神奈川県,小田原市,南町２丁目,2019-07-09,12,,施錠せず,なし
窃盗,車上ねらい,小田原,小田原駅西口,142069,神奈川県,小田原市,城山３丁目,2019-04-04,14,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,小田原,足柄,142069,神奈川県,小田原市,扇町５丁目,2019-01-12,21,一戸建住宅,施錠せず,あり
窃盗,車上ねらい,小田原,酒匂,142069,神奈川県,小田原市,西酒匂３丁目,2019-10-15,19,一戸建住宅,施錠せず,なし
窃盗,車上ねらい,小田原,富水駅前,142069,神奈川県,小田原市,飯田岡,2019-02-11,14,その他,施錠せず,なし
窃盗,車上ねらい,小田原,栢山駅前,142069,神奈川県,小田原市,栢山,2019-10-20,14,その他,施錠せず,あり
窃盗,車上ねらい,小田原,宮ノ下,143821,神奈川県,箱根町,宮ノ下,2019-02-02,07,その他,施錠せず,あり
窃盗,車上ねらい,小田原,湯河原,143847,神奈川県,湯河原町,吉浜,2019-05-23,17,一戸建住宅,施錠せず,あり
窃盗,車上ねらい,小田原,板橋,142069,神奈川県,小田原市,板橋,2019-04-12,16,一戸建住宅,施錠せず,なし
窃盗,車上ねらい,小田原,板橋,142069,神奈川県,小田原市,板橋,2019-04-27,21,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,小田原,久野,142069,神奈川県,小田原市,久野,2019-07-17,16,,施錠せず,なし
窃盗,車上ねらい,小田原,豊川,142069,神奈川県,小田原市,飯泉,2019-03-02,02,その他の住宅（３階建て以下共同住宅等）,施錠せず,なし
窃盗,車上ねらい,小田原,豊川,142069,神奈川県,小田原市,飯泉,2019-03-14,14,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,小田原,上府中,142069,神奈川県,小田原市,高田,2019-01-24,03,その他の住宅（３階建て以下共同住宅等）,施錠せず,なし
窃盗,車上ねらい,小田原,鴨宮川東,142069,神奈川県,小田原市,鴨宮,2019-10-25,10,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,小田原,鴨宮川東,142069,神奈川県,小田原市,下堀,2019-11-16,12,一戸建住宅,施錠せず,あり
窃盗,車上ねらい,小田原,鴨宮川東,142069,神奈川県,小田原市,下堀,2019-11-19,18,一戸建住宅,施錠せず,あり
窃盗,車上ねらい,小田原,鴨宮川東,142069,神奈川県,小田原市,中里,2019-10-30,17,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,小田原,鴨宮川東,142069,神奈川県,小田原市,中里,2019-11-01,17,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,小田原,鴨宮川東,142069,神奈川県,小田原市,前川,2019-02-04,19,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,小田原,鴨宮川東,142069,神奈川県,小田原市,前川,2019-03-26,16,,施錠せず,なし
窃盗,車上ねらい,小田原,鴨宮川東,142069,神奈川県,小田原市,前川,2019-12-06,10,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,松田,福沢,142174,神奈川県,南足柄市,怒田,2019-10-13,13,一戸建住宅,施錠せず,あり
窃盗,車上ねらい,秦野,秦野駅前,142115,神奈川県,秦野市,入船町,2019-07-06,11,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,秦野,渋沢,142115,神奈川県,秦野市,渋沢１丁目,2019-07-12,15,,施錠せず,あり
窃盗,車上ねらい,秦野,渋沢,142115,神奈川県,秦野市,堀川,2019-06-24,03,,施錠せず,あり
窃盗,車上ねらい,秦野,渋沢,142115,神奈川県,秦野市,堀西,2019-12-25,13,,施錠せず,なし
窃盗,車上ねらい,秦野,鶴巻,142115,神奈川県,秦野市,鶴巻,2019-05-09,11,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,秦野,鶴巻,142115,神奈川県,秦野市,鶴巻,2019-06-19,21,,施錠せず,あり
窃盗,車上ねらい,秦野,東海大学駅前,142115,神奈川県,秦野市,北矢名,2019-07-08,20,その他の住宅（３階建て以下共同住宅等）,施錠せず,あり
窃盗,車上ねらい,秦野,東海大学駅前,142115,神奈川県,秦野市,南矢名１丁目,2019-02-06,18,,施錠せず,なし
窃盗,車上ねらい,秦野,東海大学駅前,142115,神奈川県,秦野市,南矢名３丁目,2019-05-11,19,,施錠せず,あり
窃盗,車上ねらい,秦野,戸川,142115,神奈川県,秦野市,戸川,2019-12-09,06,,施錠せず,あり
窃盗,車上ねらい,秦野,南矢名,142115,神奈川県,秦野市,南矢名,2019-07-04,03,,施錠せず,あり
窃盗,車上ねらい,秦野,南が丘,142115,神奈川県,秦野市,西大竹,2019-09-28,01,その他,施錠せず,なし
窃盗,車上ねらい,秦野,桜町,142115,神奈川県,秦野市,平沢,2019-01-27,12,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,伊勢原,伊勢原駅前,142140,神奈川県,伊勢原市,池端,2019-09-30,14,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,伊勢原,伊勢原駅前,142140,神奈川県,伊勢原市,伊勢原１丁目,2018-12-31,15,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,伊勢原,伊勢原駅前,142140,神奈川県,伊勢原市,板戸,2019-09-21,21,,施錠せず,あり
窃盗,車上ねらい,伊勢原,伊勢原駅前,142140,神奈川県,伊勢原市,下糟屋,2019-03-11,11,,施錠せず,あり
窃盗,車上ねらい,伊勢原,伊勢原駅前,142140,神奈川県,伊勢原市,下平間,2019-12-22,03,一戸建住宅,施錠せず,なし
窃盗,車上ねらい,伊勢原,成瀬,142140,神奈川県,伊勢原市,高森,2019-08-11,21,一戸建住宅,施錠せず,あり
窃盗,車上ねらい,伊勢原,成瀬,142140,神奈川県,伊勢原市,高森２丁目,2019-07-24,17,一戸建住宅,施錠せず,あり
窃盗,車上ねらい,伊勢原,成瀬,142140,神奈川県,伊勢原市,高森３丁目,2019-05-09,13,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,伊勢原,比々多,142140,神奈川県,伊勢原市,上粕屋,2019-06-25,15,一戸建住宅,施錠せず,あり
窃盗,車上ねらい,伊勢原,大田,142140,神奈川県,伊勢原市,小稲葉,2019-10-22,22,,施錠せず,あり
窃盗,車上ねらい,厚木,本厚木駅前,142123,神奈川県,厚木市,寿町２丁目,2019-04-18,22,,施錠せず,あり
窃盗,車上ねらい,厚木,本厚木駅前,142123,神奈川県,厚木市,中町３丁目,2019-05-03,00,４階建て以上共同住宅,施錠せず,あり
窃盗,車上ねらい,厚木,本厚木駅前,142123,神奈川県,厚木市,東町,2019-03-07,21,一戸建住宅,施錠せず,あり
窃盗,車上ねらい,厚木,緑ケ丘,142123,神奈川県,厚木市,林５丁目,2019-07-27,16,一戸建住宅,施錠せず,あり
窃盗,車上ねらい,厚木,妻田,142123,神奈川県,厚木市,及川,2018-01-09,22,,施錠せず,あり
窃盗,車上ねらい,厚木,酒井,142123,神奈川県,厚木市,酒井,2019-02-02,07,,施錠せず,あり
窃盗,車上ねらい,厚木,酒井,142123,神奈川県,厚木市,戸田,2019-02-05,06,その他の住宅（３階建て以下共同住宅等）,施錠せず,なし
窃盗,車上ねらい,厚木,酒井,142123,神奈川県,厚木市,長沼,2019-06-29,17,その他,施錠せず,なし
窃盗,車上ねらい,厚木,依知,142123,神奈川県,厚木市,下依知３丁目,2019-02-23,20,その他の住宅（３階建て以下共同住宅等）,施錠せず,なし
窃盗,車上ねらい,厚木,依知,142123,神奈川県,厚木市,中依知,2019-01-25,19,その他,施錠せず,なし
窃盗,車上ねらい,厚木,中津,144011,神奈川県,愛川町,中津,2019-01-24,19,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,厚木,中津,144011,神奈川県,愛川町,中津,2019-08-20,10,一戸建住宅,施錠せず,あり
窃盗,車上ねらい,厚木,中津,144011,神奈川県,愛川町,八菅山,2019-06-12,05,,施錠せず,なし
窃盗,車上ねらい,厚木,三田,142123,神奈川県,厚木市,三田,2019-09-21,19,,施錠せず,なし
窃盗,車上ねらい,厚木,下荻野,142123,神奈川県,厚木市,下荻野,2019-09-30,17,,施錠せず,あり
窃盗,車上ねらい,厚木,下荻野,142123,神奈川県,厚木市,下荻野,2019-10-02,10,その他の住宅（３階建て以下共同住宅等）,施錠せず,あり
窃盗,車上ねらい,厚木,煤ケ谷,144029,神奈川県,清川村,煤ヶ谷,2018-03-20,10,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,厚木,旭町,142123,神奈川県,厚木市,旭町５丁目,2019-11-22,18,,施錠せず,なし
窃盗,車上ねらい,厚木,旭町,142123,神奈川県,厚木市,泉町,2019-08-31,16,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,相模原,上溝,141526,神奈川県,相模原市中央区,上溝,2019-01-24,11,一戸建住宅,施錠せず,あり
窃盗,車上ねらい,相模原,上溝,141526,神奈川県,相模原市中央区,上溝,2019-04-12,17,,施錠せず,なし
窃盗,車上ねらい,相模原,上溝,141526,神奈川県,相模原市中央区,上溝,2019-07-13,23,一戸建住宅,施錠せず,あり
窃盗,車上ねらい,相模原,上溝,141526,神奈川県,相模原市中央区,上溝１丁目,2019-04-13,18,その他の住宅（３階建て以下共同住宅等）,施錠せず,なし
窃盗,車上ねらい,相模原,上溝,141526,神奈川県,相模原市中央区,上溝４丁目,2019-10-15,17,,施錠せず,なし
窃盗,車上ねらい,相模原,星が丘,141526,神奈川県,相模原市中央区,光が丘３丁目,2018-09-03,20,一戸建住宅,施錠せず,なし
窃盗,車上ねらい,相模原,星が丘,141526,神奈川県,相模原市中央区,星が丘１丁目,2019-11-02,14,その他の住宅（３階建て以下共同住宅等）,施錠せず,あり
窃盗,車上ねらい,相模原,星が丘,141526,神奈川県,相模原市中央区,星が丘１丁目,2019-11-02,14,その他の住宅（３階建て以下共同住宅等）,施錠せず,あり
窃盗,車上ねらい,相模原,星が丘,141526,神奈川県,相模原市中央区,星が丘４丁目,2019-03-20,13,その他,施錠せず,あり
窃盗,車上ねらい,相模原,星が丘,141526,神奈川県,相模原市中央区,緑が丘２丁目,2018-09-07,20,一戸建住宅,施錠せず,なし
