罪名,手口,管轄警察署（発生地）,管轄交番・駐在所（発生地）,市区町村コード（発生地）,都道府県（発生地）,市区町村（発生地）,町丁目（発生地）,発生年月日（始期）,発生時（始期）,発生場所,発生場所の詳細,被害者の年齢,被害者の職業,施錠関係
窃盗,自転車盗,幸,鹿島田駅前,141321,神奈川県,川崎市幸区,東小倉,2020/10/2,16,一戸建住宅,その他,10歳代,中学生,施錠せず
窃盗,自転車盗,幸,河原町,141321,神奈川県,川崎市幸区,河原町,2020/3/6,17,４階建て以上共同住宅,その他,50歳代,その他,施錠せず
窃盗,自転車盗,幸,河原町,141321,神奈川県,川崎市幸区,河原町,2020/3/16,18,４階建て以上共同住宅,駐車（輪）場,65-69歳,その他,施錠せず
窃盗,自転車盗,幸,河原町,141321,神奈川県,川崎市幸区,河原町,2020/3/17,6,４階建て以上共同住宅,その他,20歳代,その他,施錠せず
窃盗,自転車盗,幸,河原町,141321,神奈川県,川崎市幸区,河原町,2020/4/5,16,４階建て以上共同住宅,その他,40歳代,その他,施錠せず
窃盗,自転車盗,幸,河原町,141321,神奈川県,川崎市幸区,河原町,2020/9/27,11,４階建て以上共同住宅,駐車（輪）場,10歳代,その他,施錠せず
窃盗,自転車盗,幸,河原町,141321,神奈川県,川崎市幸区,河原町,2020/10/13,17,４階建て以上共同住宅,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,幸,河原町,141321,神奈川県,川崎市幸区,神明町１丁目,2020/2/22,19,道路上,その他,20歳代,その他,施錠せず
窃盗,自転車盗,幸,河原町,141321,神奈川県,川崎市幸区,神明町１丁目,2020/4/22,,その他,その他,法人・団体、被害者なし,法人・団体、被害者なし,施錠せず
窃盗,自転車盗,幸,河原町,141321,神奈川県,川崎市幸区,神明町１丁目,2020/6/25,17,その他,その他,50歳代,その他,施錠せず
窃盗,自転車盗,幸,河原町,141321,神奈川県,川崎市幸区,神明町２丁目,2020/9/4,20,４階建て以上共同住宅,駐車（輪）場,40歳代,その他,施錠せず
窃盗,自転車盗,宮前,馬絹,141364,神奈川県,川崎市宮前区,梶ケ谷,2020/3/6,6,駐車（輪）場,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,宮前,馬絹,141364,神奈川県,川崎市宮前区,梶ケ谷,2020/3/6,9,その他,駐車（輪）場,40歳代,その他,施錠せず
窃盗,自転車盗,宮前,馬絹,141364,神奈川県,川崎市宮前区,馬絹３丁目,2020/10/27,3,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,宮前,馬絹,141364,神奈川県,川崎市宮前区,馬絹４丁目,2019/12/29,16,４階建て以上共同住宅,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,宮前,馬絹,141364,神奈川県,川崎市宮前区,馬絹５丁目,2020/9/5,16,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,宮前,馬絹,141364,神奈川県,川崎市宮前区,宮崎,2020/12/11,13,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,宮前,馬絹,141364,神奈川県,川崎市宮前区,宮崎２丁目,2020/3/18,14,駐車（輪）場,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,宮前,馬絹,141364,神奈川県,川崎市宮前区,宮崎２丁目,2020/5/31,11,道路上,その他,70歳以上,その他,施錠せず
窃盗,自転車盗,宮前,馬絹,141364,神奈川県,川崎市宮前区,宮崎２丁目,2020/8/3,13,駐車（輪）場,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,宮前,馬絹,141364,神奈川県,川崎市宮前区,宮崎２丁目,2020/9/2,11,駐車（輪）場,駐車（輪）場,60-64歳,その他,施錠せず
窃盗,自転車盗,宮前,馬絹,141364,神奈川県,川崎市宮前区,宮崎３丁目,2020/1/2,20,４階建て以上共同住宅,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,宮前,馬絹,141364,神奈川県,川崎市宮前区,東有馬２丁目,2020/6/9,18,４階建て以上共同住宅,駐車（輪）場,10歳代,小学生,施錠せず
窃盗,自転車盗,宮前,鷺沼駅前,141364,神奈川県,川崎市宮前区,有馬１丁目,2020/2/17,18,４階建て以上共同住宅,その他,40歳代,その他,施錠せず
窃盗,自転車盗,宮前,鷺沼駅前,141364,神奈川県,川崎市宮前区,小台１丁目,2020/7/31,8,駐車（輪）場,駐車（輪）場,40歳代,その他,施錠せず
窃盗,自転車盗,宮前,鷺沼駅前,141364,神奈川県,川崎市宮前区,小台１丁目,2020/8/14,12,駐車（輪）場,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,宮前,鷺沼駅前,141364,神奈川県,川崎市宮前区,鷺沼１丁目,2020/2/4,19,その他,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,宮前,鷺沼駅前,141364,神奈川県,川崎市宮前区,鷺沼１丁目,2020/2/5,18,駐車（輪）場,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,宮前,鷺沼駅前,141364,神奈川県,川崎市宮前区,鷺沼１丁目,2020/2/7,18,その他,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,宮前,鷺沼駅前,141364,神奈川県,川崎市宮前区,鷺沼１丁目,2020/2/15,18,駐車（輪）場,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,宮前,鷺沼駅前,141364,神奈川県,川崎市宮前区,鷺沼１丁目,2020/3/9,11,道路上,その他,20歳代,大学生,施錠せず
窃盗,自転車盗,宮前,鷺沼駅前,141364,神奈川県,川崎市宮前区,鷺沼１丁目,2020/5/23,10,４階建て以上共同住宅,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,宮前,鷺沼駅前,141364,神奈川県,川崎市宮前区,鷺沼４丁目,2020/10/13,18,４階建て以上共同住宅,駐車（輪）場,10歳代,小学生,施錠せず
窃盗,自転車盗,宮前,鷺沼駅前,141364,神奈川県,川崎市宮前区,土橋３丁目,2020/2/25,21,４階建て以上共同住宅,駐車（輪）場,40歳代,その他,施錠せず
窃盗,自転車盗,宮前,鷺沼駅前,141364,神奈川県,川崎市宮前区,宮崎４丁目,2020/2/17,0,一戸建住宅,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,宮前,鷺沼駅前,141364,神奈川県,川崎市宮前区,犬蔵２丁目,2020/3/14,0,一戸建住宅,その他,10歳未満,小学生,施錠せず
窃盗,自転車盗,宮前,蔵敷,141364,神奈川県,川崎市宮前区,犬蔵３丁目,2020/4/19,13,その他,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,宮前,蔵敷,141364,神奈川県,川崎市宮前区,犬蔵３丁目,2020/5/30,10,道路上,その他,10歳代,中学生,施錠せず
窃盗,自転車盗,宮前,蔵敷,141364,神奈川県,川崎市宮前区,初山１丁目,2020/8/12,22,その他,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,宮前,蔵敷,141364,神奈川県,川崎市宮前区,初山２丁目,2020/3/3,15,一戸建住宅,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,宮前,蔵敷,141364,神奈川県,川崎市宮前区,潮見台,2020/6/8,22,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,宮前,蔵敷,141364,神奈川県,川崎市宮前区,水沢３丁目,2020/9/9,17,その他,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,宮前,蔵敷,141364,神奈川県,川崎市宮前区,菅生ケ丘,2019/12/28,14,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,10歳代,その他,施錠せず
窃盗,自転車盗,宮前,神木,141364,神奈川県,川崎市宮前区,神木本町２丁目,2020/5/11,17,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,宮前,神木,141364,神奈川県,川崎市宮前区,神木本町２丁目,2020/5/28,23,４階建て以上共同住宅,その他,30歳代,その他,施錠せず
窃盗,自転車盗,宮前,神木,141364,神奈川県,川崎市宮前区,神木本町２丁目,2020/10/12,23,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,宮前,神木,141364,神奈川県,川崎市宮前区,神木本町５丁目,2020/11/20,23,４階建て以上共同住宅,駐車（輪）場,50歳代,その他,施錠せず
窃盗,自転車盗,宮前,神木,141364,神奈川県,川崎市宮前区,平４丁目,2020/3/26,21,４階建て以上共同住宅,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,宮前,神木,141364,神奈川県,川崎市宮前区,平５丁目,2020/4/6,22,４階建て以上共同住宅,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,宮前,神木,141364,神奈川県,川崎市宮前区,平５丁目,2020/6/19,12,４階建て以上共同住宅,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,宮前,宮前平駅前,141364,神奈川県,川崎市宮前区,小台２丁目,2020/3/18,22,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,宮前,宮前平駅前,141364,神奈川県,川崎市宮前区,土橋１丁目,2020/4/9,7,駐車（輪）場,駐車（輪）場,10歳代,その他,施錠せず
窃盗,自転車盗,宮前,宮前平駅前,141364,神奈川県,川崎市宮前区,馬絹２丁目,2020/8/19,22,その他,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,宮前,宮前平駅前,141364,神奈川県,川崎市宮前区,宮前平１丁目,2020/2/17,17,４階建て以上共同住宅,その他,50歳代,その他,施錠せず
窃盗,自転車盗,宮前,宮前平駅前,141364,神奈川県,川崎市宮前区,宮前平１丁目,2020/2/22,18,その他,駐車（輪）場,法人・団体、被害者なし,法人・団体、被害者なし,施錠せず
窃盗,自転車盗,宮前,宮前平駅前,141364,神奈川県,川崎市宮前区,南平台,2020/6/15,17,４階建て以上共同住宅,駐車（輪）場,10歳代,小学生,施錠せず
窃盗,自転車盗,宮前,宮前平駅前,141364,神奈川県,川崎市宮前区,南平台,2020/8/7,17,４階建て以上共同住宅,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,宮前,野川,141364,神奈川県,川崎市宮前区,,2020/3/9,10,その他,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,宮前,野川,141364,神奈川県,川崎市宮前区,,2020/5/5,13,その他,駐車（輪）場,50歳代,その他,施錠せず
窃盗,自転車盗,宮前,野川,141364,神奈川県,川崎市宮前区,野川,2020/6/27,20,４階建て以上共同住宅,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,宮前,野川,141364,神奈川県,川崎市宮前区,野川本町２丁目,2020/11/26,14,その他,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,宮前,野川,141364,神奈川県,川崎市宮前区,野川本町３丁目,2020/4/30,9,その他,その他,65-69歳,その他,施錠せず
窃盗,自転車盗,宮前,有馬,141364,神奈川県,川崎市宮前区,有馬３丁目,2020/11/27,8,一戸建住宅,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,宮前,有馬,141364,神奈川県,川崎市宮前区,有馬５丁目,2020/5/8,8,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,宮前,有馬,141364,神奈川県,川崎市宮前区,東有馬２丁目,2020/4/20,13,一戸建住宅,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,宮前,有馬,141364,神奈川県,川崎市宮前区,東有馬３丁目,2020/6/4,11,その他,駐車（輪）場,70歳以上,その他,施錠せず
窃盗,自転車盗,宮前,有馬,141364,神奈川県,川崎市宮前区,東有馬３丁目,2020/11/21,16,道路上,その他,60-64歳,その他,施錠せず
窃盗,自転車盗,横須賀,武山,142018,神奈川県,横須賀市,林１丁目,2020/4/8,23,一戸建住宅,その他,70歳以上,その他,施錠せず
窃盗,自転車盗,横須賀,中央駅前,142018,神奈川県,横須賀市,上町２丁目,2020/5/1,12,一戸建住宅,その他,20歳代,その他,施錠せず
窃盗,自転車盗,横須賀,中央駅前,142018,神奈川県,横須賀市,日の出町１丁目,2020/5/23,0,４階建て以上共同住宅,駐車（輪）場,60-64歳,その他,施錠せず
窃盗,自転車盗,横須賀,中央駅前,142018,神奈川県,横須賀市,日の出町１丁目,2020/12/20,14,４階建て以上共同住宅,駐車（輪）場,70歳以上,その他,施錠せず
窃盗,自転車盗,横須賀,中央駅前,142018,神奈川県,横須賀市,深田台,2020/10/4,12,一戸建住宅,その他,50歳代,その他,施錠せず
窃盗,自転車盗,横須賀,中央駅前,142018,神奈川県,横須賀市,若松町１丁目,2020/1/17,17,その他,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,横須賀,中央駅前,142018,神奈川県,横須賀市,若松町１丁目,2020/6/26,19,道路上,その他,30歳代,その他,施錠せず
窃盗,自転車盗,横須賀,中央駅前,142018,神奈川県,横須賀市,若松町１丁目,2020/9/23,6,その他,その他,30歳代,その他,施錠せず
窃盗,自転車盗,横須賀,中央駅前,142018,神奈川県,横須賀市,若松町２丁目,2020/3/20,14,駐車（輪）場,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,横須賀,中央駅前,142018,神奈川県,横須賀市,若松町２丁目,2020/9/6,7,道路上,その他,20歳代,その他,施錠せず
窃盗,自転車盗,横須賀,本町,142018,神奈川県,横須賀市,大滝町１丁目,2020/6/9,12,道路上,その他,20歳代,その他,施錠せず
窃盗,自転車盗,横須賀,本町,142018,神奈川県,横須賀市,汐入町２丁目,2020/10/16,21,一戸建住宅,その他,70歳以上,その他,施錠せず
窃盗,自転車盗,横須賀,本町,142018,神奈川県,横須賀市,汐入町３丁目,2020/2/18,17,その他の住宅（３階建て以下共同住宅等）,その他,20歳代,その他,施錠せず
窃盗,自転車盗,横須賀,本町,142018,神奈川県,横須賀市,汐入町４丁目,2020/6/3,13,道路上,その他,60-64歳,その他,施錠せず
窃盗,自転車盗,横須賀,本町,142018,神奈川県,横須賀市,本町３丁目,2019/12/28,1,駐車（輪）場,駐車（輪）場,40歳代,その他,施錠せず
窃盗,自転車盗,横須賀,本町,142018,神奈川県,横須賀市,本町３丁目,2020/3/25,17,４階建て以上共同住宅,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,横須賀,逸見駅前,142018,神奈川県,横須賀市,東逸見町１丁目,2020/2/20,7,駐車（輪）場,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,横須賀,逸見駅前,142018,神奈川県,横須賀市,東逸見町３丁目,2020/10/31,15,一戸建住宅,その他,40歳代,その他,施錠せず
窃盗,自転車盗,横須賀,逸見駅前,142018,神奈川県,横須賀市,東逸見町４丁目,2020/3/28,16,一戸建住宅,その他,40歳代,その他,施錠せず
窃盗,自転車盗,横須賀,坂本町,142018,神奈川県,横須賀市,坂本町１丁目,2020/12/8,21,駐車（輪）場,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,横須賀,坂本町,142018,神奈川県,横須賀市,坂本町３丁目,2020/2/16,10,一戸建住宅,その他,10歳代,小学生,施錠せず
窃盗,自転車盗,横須賀,坂本町,142018,神奈川県,横須賀市,平和台,2020/8/10,12,４階建て以上共同住宅,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,横須賀,安浦町,142018,神奈川県,横須賀市,安浦町１丁目,2020/1/31,22,一戸建住宅,その他,10歳代,中学生,施錠せず
窃盗,自転車盗,横須賀,安浦町,142018,神奈川県,横須賀市,安浦町２丁目,2019/12/12,19,その他,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,横須賀,安浦町,142018,神奈川県,横須賀市,安浦町２丁目,2019/12/21,17,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,横須賀,安浦町,142018,神奈川県,横須賀市,安浦町２丁目,2020/3/23,18,一戸建住宅,その他,40歳代,その他,施錠せず
窃盗,自転車盗,横須賀,安浦町,142018,神奈川県,横須賀市,安浦町３丁目,2020/2/3,22,一戸建住宅,その他,10歳代,高校生,施錠せず
窃盗,自転車盗,横須賀,安浦町,142018,神奈川県,横須賀市,安浦町３丁目,2020/7/26,22,その他,その他,50歳代,その他,施錠せず
窃盗,自転車盗,横須賀,安浦町,142018,神奈川県,横須賀市,平成町１丁目,2020/1/19,11,４階建て以上共同住宅,その他,10歳代,中学生,施錠せず
窃盗,自転車盗,横須賀,安浦町,142018,神奈川県,横須賀市,平成町１丁目,2020/11/10,19,４階建て以上共同住宅,駐車（輪）場,50歳代,その他,施錠せず
窃盗,自転車盗,横須賀,安浦町,142018,神奈川県,横須賀市,平成町３丁目,2020/3/22,20,その他,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,横須賀,三春町三丁目,142018,神奈川県,横須賀市,三春町３丁目,2020/2/28,6,駐車（輪）場,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,横須賀,三春町三丁目,142018,神奈川県,横須賀市,三春町３丁目,2020/11/6,14,一戸建住宅,その他,30歳代,その他,施錠せず
窃盗,自転車盗,横須賀,三春町三丁目,142018,神奈川県,横須賀市,三春町５丁目,2020/10/7,17,４階建て以上共同住宅,駐車（輪）場,10歳代,小学生,施錠せず
窃盗,自転車盗,横須賀,上町三丁目,142018,神奈川県,横須賀市,上町３丁目,2020/4/16,17,一戸建住宅,その他,30歳代,その他,施錠せず
窃盗,自転車盗,横須賀,上町三丁目,142018,神奈川県,横須賀市,佐野町１丁目,2020/7/18,14,一戸建住宅,その他,10歳未満,小学生,施錠せず
窃盗,自転車盗,横須賀,上町三丁目,142018,神奈川県,横須賀市,佐野町３丁目,2020/2/14,19,一戸建住宅,その他,40歳代,その他,施錠せず
窃盗,自転車盗,横須賀,上町三丁目,142018,神奈川県,横須賀市,佐野町３丁目,2020/2/19,21,その他の住宅（３階建て以下共同住宅等）,その他,20歳代,その他,施錠せず
窃盗,自転車盗,横須賀,上町三丁目,142018,神奈川県,横須賀市,佐野町３丁目,2020/7/5,14,一戸建住宅,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,横須賀,上町三丁目,142018,神奈川県,横須賀市,富士見町３丁目,2020/5/8,16,道路上,その他,30歳代,その他,施錠せず
窃盗,自転車盗,横須賀,上町三丁目,142018,神奈川県,横須賀市,富士見町３丁目,2020/6/4,22,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,横須賀,衣笠駅前,142018,神奈川県,横須賀市,衣笠栄町１丁目,2020/10/27,14,道路上,その他,50歳代,その他,施錠せず
窃盗,自転車盗,横須賀,衣笠駅前,142018,神奈川県,横須賀市,衣笠栄町２丁目,2020/2/15,12,その他,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,横須賀,衣笠駅前,142018,神奈川県,横須賀市,衣笠栄町２丁目,2020/9/11,7,その他,その他,10歳代,その他,施錠せず
窃盗,自転車盗,横須賀,衣笠駅前,142018,神奈川県,横須賀市,衣笠栄町３丁目,2020/2/17,7,その他,その他,20歳代,その他,施錠せず
窃盗,自転車盗,横須賀,衣笠駅前,142018,神奈川県,横須賀市,衣笠栄町３丁目,2020/6/22,1,道路上,その他,20歳代,その他,施錠せず
窃盗,自転車盗,横須賀,衣笠駅前,142018,神奈川県,横須賀市,平作２丁目,2020/11/20,12,一戸建住宅,その他,30歳代,その他,施錠せず
窃盗,自転車盗,横須賀,衣笠駅前,142018,神奈川県,横須賀市,平作７丁目,2020/3/20,18,その他の住宅（３階建て以下共同住宅等）,その他,40歳代,その他,施錠せず
窃盗,自転車盗,横須賀,池上,142018,神奈川県,横須賀市,金谷２丁目,2020/2/14,20,駐車（輪）場,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,横須賀,池上,142018,神奈川県,横須賀市,金谷２丁目,2020/8/11,18,４階建て以上共同住宅,駐車（輪）場,10歳代,その他,施錠せず
窃盗,自転車盗,横須賀,池上,142018,神奈川県,横須賀市,平作８丁目,2020/6/8,16,その他,その他,20歳代,その他,施錠せず
窃盗,自転車盗,横須賀,池上,142018,神奈川県,横須賀市,阿部倉,2020/2/27,19,その他の住宅（３階建て以下共同住宅等）,その他,30歳代,その他,施錠せず
窃盗,自転車盗,横須賀,森崎町,142018,神奈川県,横須賀市,森崎１丁目,2020/3/24,17,道路上,その他,30歳代,その他,施錠せず
窃盗,自転車盗,横須賀,森崎町,142018,神奈川県,横須賀市,森崎２丁目,2020/4/4,14,一戸建住宅,その他,10歳代,中学生,施錠せず
窃盗,自転車盗,横須賀,森崎町,142018,神奈川県,横須賀市,森崎３丁目,2020/6/23,15,道路上,その他,30歳代,その他,施錠せず
窃盗,自転車盗,横須賀,森崎町,142018,神奈川県,横須賀市,森崎５丁目,2020/11/17,17,一戸建住宅,その他,10歳代,中学生,施錠せず
窃盗,自転車盗,横須賀,公郷町,142018,神奈川県,横須賀市,公郷町１丁目,2020/1/16,20,その他の住宅（３階建て以下共同住宅等）,その他,40歳代,その他,施錠せず
窃盗,自転車盗,横須賀,公郷町,142018,神奈川県,横須賀市,公郷町３丁目,2020/1/12,16,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,40歳代,その他,施錠せず
窃盗,自転車盗,横須賀,公郷町,142018,神奈川県,横須賀市,公郷町４丁目,2020/9/24,8,その他,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,横須賀,公郷町,142018,神奈川県,横須賀市,公郷町５丁目,2020/6/5,18,一戸建住宅,駐車（輪）場,10歳代,その他,施錠せず
窃盗,自転車盗,横須賀,公郷町,142018,神奈川県,横須賀市,小矢部３丁目,2020/3/30,16,一戸建住宅,その他,10歳代,高校生,施錠せず
窃盗,自転車盗,横須賀,公郷町,142018,神奈川県,横須賀市,小矢部３丁目,2020/3/30,17,一戸建住宅,その他,10歳代,中学生,施錠せず
窃盗,自転車盗,横須賀,武,142018,神奈川県,横須賀市,武１丁目,2020/5/8,14,一戸建住宅,その他,50歳代,その他,施錠せず
窃盗,自転車盗,横須賀,武,142018,神奈川県,横須賀市,武３丁目,2020/4/14,16,その他,その他,10歳代,高校生,施錠せず
窃盗,自転車盗,横須賀,大木根,142018,神奈川県,横須賀市,長井３丁目,2020/10/7,14,その他の住宅（３階建て以下共同住宅等）,その他,20歳代,その他,施錠せず
窃盗,自転車盗,田浦,追浜駅前,142018,神奈川県,横須賀市,追浜本町１丁目,2020/1/11,19,道路上,その他,20歳代,大学生,施錠せず
窃盗,自転車盗,田浦,追浜駅前,142018,神奈川県,横須賀市,追浜本町１丁目,2020/2/9,5,駐車（輪）場,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,田浦,追浜駅前,142018,神奈川県,横須賀市,追浜本町１丁目,2020/8/15,15,道路上,その他,10歳代,高校生,施錠せず
窃盗,自転車盗,田浦,追浜駅前,142018,神奈川県,横須賀市,追浜本町１丁目,2020/8/23,20,駐車（輪）場,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,田浦,追浜駅前,142018,神奈川県,横須賀市,追浜本町１丁目,2020/8/25,18,道路上,その他,30歳代,その他,施錠せず
窃盗,自転車盗,田浦,追浜駅前,142018,神奈川県,横須賀市,追浜本町１丁目,2020/9/7,18,道路上,その他,10歳代,大学生,施錠せず
窃盗,自転車盗,田浦,追浜駅前,142018,神奈川県,横須賀市,追浜本町１丁目,2020/9/12,16,道路上,その他,20歳代,その他,施錠せず
窃盗,自転車盗,田浦,追浜駅前,142018,神奈川県,横須賀市,追浜本町１丁目,2020/9/18,20,道路上,その他,20歳代,大学生,施錠せず
窃盗,自転車盗,田浦,追浜駅前,142018,神奈川県,横須賀市,追浜本町１丁目,2020/10/25,14,道路上,その他,30歳代,その他,施錠せず
窃盗,自転車盗,田浦,追浜駅前,142018,神奈川県,横須賀市,追浜本町１丁目,2020/11/2,18,道路上,その他,20歳代,その他,施錠せず
窃盗,自転車盗,田浦,追浜駅前,142018,神奈川県,横須賀市,追浜町１丁目,2020/12/1,20,道路上,その他,20歳代,その他,施錠せず
窃盗,自転車盗,田浦,追浜駅前,142018,神奈川県,横須賀市,追浜町２丁目,2020/1/27,22,その他の住宅（３階建て以下共同住宅等）,その他,40歳代,その他,施錠せず
窃盗,自転車盗,田浦,追浜駅前,142018,神奈川県,横須賀市,追浜町２丁目,2020/2/26,8,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,田浦,追浜駅前,142018,神奈川県,横須賀市,追浜町２丁目,2020/6/20,1,一戸建住宅,その他,70歳以上,その他,施錠せず
窃盗,自転車盗,田浦,追浜駅前,142018,神奈川県,横須賀市,追浜町２丁目,2020/8/27,19,道路上,その他,10歳代,中学生,施錠せず
窃盗,自転車盗,田浦,追浜駅前,142018,神奈川県,横須賀市,追浜町３丁目,2020/7/10,13,道路上,その他,20歳代,その他,施錠せず
窃盗,自転車盗,田浦,追浜駅前,142018,神奈川県,横須賀市,追浜町３丁目,2020/8/5,16,駐車（輪）場,駐車（輪）場,10歳代,小学生,施錠せず
窃盗,自転車盗,田浦,追浜駅前,142018,神奈川県,横須賀市,鷹取１丁目,2020/12/11,17,その他の住宅（３階建て以下共同住宅等）,その他,20歳代,大学生,施錠せず
窃盗,自転車盗,田浦,安針塚駅前,142018,神奈川県,横須賀市,田浦大作町,2020/4/2,22,一戸建住宅,その他,40歳代,その他,施錠せず
窃盗,自転車盗,田浦,安針塚駅前,142018,神奈川県,横須賀市,田浦町１丁目,2020/12/20,7,駐車（輪）場,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,田浦,安針塚駅前,142018,神奈川県,横須賀市,長浦町１丁目,2020/10/2,20,道路上,その他,10歳代,高校生,施錠せず
窃盗,自転車盗,田浦,安針塚駅前,142018,神奈川県,横須賀市,長浦町２丁目,2020/4/27,19,その他の住宅（３階建て以下共同住宅等）,その他,30歳代,その他,施錠せず
窃盗,自転車盗,田浦,浦郷町,142018,神奈川県,横須賀市,浦郷町１丁目,2020/5/21,8,４階建て以上共同住宅,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,田浦,浦郷町,142018,神奈川県,横須賀市,浦郷町５丁目,2020/6/29,22,駐車（輪）場,駐車（輪）場,法人・団体、被害者なし,法人・団体、被害者なし,施錠せず
窃盗,自転車盗,田浦,浦郷町,142018,神奈川県,横須賀市,夏島町,2020/3/6,19,道路上,その他,10歳代,高校生,施錠せず
窃盗,自転車盗,田浦,浦郷町,142018,神奈川県,横須賀市,船越町６丁目,2020/10/13,21,その他の住宅（３階建て以下共同住宅等）,その他,20歳代,その他,施錠せず
窃盗,自転車盗,浦賀,,142018,神奈川県,横須賀市,米が浜通１丁目,,,その他,駐車（輪）場,法人・団体、被害者なし,法人・団体、被害者なし,施錠せず
窃盗,自転車盗,浦賀,浦賀港,142018,神奈川県,横須賀市,浦賀１丁目,2020/5/21,4,駐車（輪）場,駐車（輪）場,60-64歳,その他,施錠せず
窃盗,自転車盗,浦賀,浦賀港,142018,神奈川県,横須賀市,浦賀１丁目,2020/5/28,12,道路上,その他,10歳代,高校生,施錠せず
窃盗,自転車盗,浦賀,浦賀港,142018,神奈川県,横須賀市,浦賀３丁目,2020/1/21,21,その他,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,浦賀,浦賀港,142018,神奈川県,横須賀市,浦賀３丁目,2020/11/10,18,一戸建住宅,駐車（輪）場,65-69歳,その他,施錠せず
